metric;critical;variable;unit;model;scenario;region;period;min_red;min_yel;max_yel;max_red;ref_model;ref_scenario;ref_period;source.link.to.discussion
absolute;yes;Emissions|Kyoto Gases;;;o_1p5c;World;2100;;-5000;;0;;;;
;;;;;;;;;;;;;;;
absolute;yes;AR6 climate diagnostics|Surface Temperature (GSAT)|MAGICCv7.5.3|50.0th Percentile;;;o_1p5c;World;2025-2090;;1.3;1.7;2;;;;
absolute;yes;AR6 climate diagnostics|Surface Temperature (GSAT)|MAGICCv7.5.3|50.0th Percentile;;;o_1p5c;World;2100;;1.3;1.5;1.5;;;;
absolute;yes;AR6 climate diagnostics|Surface Temperature (GSAT)|MAGICCv7.5.3|67.0th Percentile;;;o_1p5c;World;2100;;1.3;1.5;;;;;
absolute;yes;AR6 climate diagnostics|Surface Temperature (GSAT)|MAGICCv7.5.3|67.0th Percentile;;;o_2c;World;2030-2100;1.5;1.5;2;2;;;;
absolute;yes;AR6 climate diagnostics|Surface Temperature (GSAT)|MAGICCv7.5.3|67.0th Percentile;;;d_delfrag;World;2100;1.5;1.5;2;2;;;;
absolute;yes;AR6 climate diagnostics|Surface Temperature (GSAT)|MAGICCv7.5.3|67.0th Percentile;;;d_strain;World;2100;2;2.1;;;;;;
;;;;;;;;;;;;;;;
Near-term Projections;;;;;;;;;;;;;;;
absolute;yes;Capacity|Electricity|Hydro;GW;;;World;2030;1051.2;1265.78;1727.775;2278.98;;;;
absolute;yes;Capacity|Electricity|Hydro;GW;;;Africa_Eastern;2030;;2.94;25.116;;;;;
absolute;yes;Capacity|Electricity|Hydro;GW;;;Africa_Northern;2030;;2.52;11.158;;;;;
absolute;yes;Capacity|Electricity|Hydro;GW;;;Africa_Southern;2030;;6.18;32.578;;;;;
absolute;yes;Capacity|Electricity|Hydro;GW;;;Africa_Western;2030;;3.24;22.204;;;;;
absolute;yes;Capacity|Electricity|Hydro;GW;;;Argentina;2030;;6.9;28.336;;;;;
absolute;yes;Capacity|Electricity|Hydro;GW;;;Australia and New Zealand;2030;;3.78;21.14;;;;;
absolute;yes;Capacity|Electricity|Hydro;GW;;;Brazil;2030;;66.12;206.304;;;;;
absolute;yes;Capacity|Electricity|Hydro;GW;;;Canada;2030;;48.72;157.85;;;;;
absolute;yes;Capacity|Electricity|Hydro;GW;;;Central America and Caribbean;2030;;1.98;6.916;;;;;
absolute;yes;Capacity|Electricity|Hydro;GW;;;Central Asia;2030;;4.8;22.75;;;;;
absolute;yes;Capacity|Electricity|Hydro;GW;;;China;2030;;201.24;832.118;;;;;
absolute;yes;Capacity|Electricity|Hydro;GW;;;Colombia;2030;;7.56;30.212;;;;;
absolute;yes;Capacity|Electricity|Hydro;GW;;;EU-12;2030;;4.5;18.074;;;;;
absolute;yes;Capacity|Electricity|Hydro;GW;;;EU-15;2030;;52.584;229.0988;;;;;
absolute;yes;Capacity|Electricity|Hydro;GW;;;Europe_Southeast;2030;;22.92;97.202;;;;;
absolute;yes;Capacity|Electricity|Hydro;GW;;;European Free Trade Association;2030;;26.16;91.714;;;;;
absolute;yes;Capacity|Electricity|Hydro;GW;;;India;2030;;27.06;149.562;;;;;
absolute;yes;Capacity|Electricity|Hydro;GW;;;Indonesia;2030;;3.6;28.504;;;;;
absolute;yes;Capacity|Electricity|Hydro;GW;;;Japan;2030;;13.44;80.682;;;;;
absolute;yes;Capacity|Electricity|Hydro;GW;;;Mexico;2030;;7.62;25.116;;;;;
absolute;yes;Capacity|Electricity|Hydro;GW;;;Middle East;2030;;6.849;31.7576;;;;;
absolute;yes;Capacity|Electricity|Hydro;GW;;;Pakistan;2030;;5.94;36.218;;;;;
absolute;yes;Capacity|Electricity|Hydro;GW;;;Russia;2030;;30;101.36;;;;;
absolute;yes;Capacity|Electricity|Hydro;GW;;;South Africa;2030;;0.42;5.334;;;;;
absolute;yes;Capacity|Electricity|Hydro;GW;;;South America_Northern;2030;;10.02;32.578;;;;;
absolute;yes;Capacity|Electricity|Hydro;GW;;;South America_Southern;2030;;10.74;46.83;;;;;
absolute;yes;Capacity|Electricity|Hydro;GW;;;South Asia;2030;;1.8;20.384;;;;;
absolute;yes;Capacity|Electricity|Hydro;GW;;;South Korea;2030;;1.02;9.814;;;;;
absolute;yes;Capacity|Electricity|Hydro;GW;;;Southeast Asia;2030;;20.52;94.682;;;;;
absolute;yes;Capacity|Electricity|Hydro;GW;;;Taiwan;2030;;0;0;;;;;
absolute;yes;Capacity|Electricity|Hydro;GW;;;USA;2030;;48.84;187.67;;;;;
absolute;yes;Capacity|Electricity|Hydro;GW;;;Ukraine;2030;;2.94;11.8356;;;;;
;;;;;;;;;;;;;;;
absolute;yes;Capacity|Electricity|Nuclear;GW;;;World;2030;270.9;321.69375;464.2617;507.1;;;;
absolute;yes;Capacity|Electricity|Nuclear;GW;;;Africa_Eastern;2030;;0;0;;;;;
absolute;yes;Capacity|Electricity|Nuclear;GW;;;Africa_Northern;2030;;0;6.16;;;;;
absolute;yes;Capacity|Electricity|Nuclear;GW;;;Africa_Southern;2030;;0;0;;;;;
absolute;yes;Capacity|Electricity|Nuclear;GW;;;Africa_Western;2030;;0;0;;;;;
absolute;yes;Capacity|Electricity|Nuclear;GW;;;Argentina;2030;;0.7872;2.331;;;;;
absolute;yes;Capacity|Electricity|Nuclear;GW;;;Australia and New Zealand;2030;;0;0;;;;;
absolute;yes;Capacity|Electricity|Nuclear;GW;;;Brazil;2030;;0.9024;4.508;;;;;
absolute;yes;Capacity|Electricity|Nuclear;GW;;;Canada;2030;;6.1008;17.794;;;;;
absolute;yes;Capacity|Electricity|Nuclear;GW;;;Central America and Caribbean;2030;;0;0;;;;;
absolute;yes;Capacity|Electricity|Nuclear;GW;;;Central Asia;2030;;0.2016;0.588;;;;;
absolute;yes;Capacity|Electricity|Nuclear;GW;;;China;2030;;26.5536;120.638;;;;;
absolute;yes;Capacity|Electricity|Nuclear;GW;;;Colombia;2030;;0;0;;;;;
absolute;yes;Capacity|Electricity|Nuclear;GW;;;EU-12;2030;;5.8512;17.682;;;;;
absolute;yes;Capacity|Electricity|Nuclear;GW;;;EU-15;2030;;43.8336;132.412;;;;;
absolute;yes;Capacity|Electricity|Nuclear;GW;;;Europe_Southeast;2030;;1.0656;9.352;;;;;
absolute;yes;Capacity|Electricity|Nuclear;GW;;;European Free Trade Association;2030;;1.4256;4.158;;;;;
absolute;yes;Capacity|Electricity|Nuclear;GW;;;India;2030;;3.624;17.248;;;;;
absolute;yes;Capacity|Electricity|Nuclear;GW;;;Indonesia;2030;;0;0;;;;;
absolute;yes;Capacity|Electricity|Nuclear;GW;;;Japan;2030;;6.0624;45.36;;;;;
absolute;yes;Capacity|Electricity|Nuclear;GW;;;Mexico;2030;;0.744;2.17;;;;;
absolute;yes;Capacity|Electricity|Nuclear;GW;;;Middle East;2030;;3.0096;10.136;;;;;
absolute;yes;Capacity|Electricity|Nuclear;GW;;;Pakistan;2030;;1.5648;6.132;;;;;
absolute;yes;Capacity|Electricity|Nuclear;GW;;;Russia;2030;;12.864;42.91;;;;;
absolute;yes;Capacity|Electricity|Nuclear;GW;;;South Africa;2030;;0.888;2.59;;;;;
absolute;yes;Capacity|Electricity|Nuclear;GW;;;South America_Northern;2030;;0;0;;;;;
absolute;yes;Capacity|Electricity|Nuclear;GW;;;South America_Southern;2030;;0;0;;;;;
absolute;yes;Capacity|Electricity|Nuclear;GW;;;South Asia;2030;;0;3.024;;;;;
absolute;yes;Capacity|Electricity|Nuclear;GW;;;South Korea;2030;;12.2928;39.606;;;;;
absolute;yes;Capacity|Electricity|Nuclear;GW;;;Southeast Asia;2030;;0;0;;;;;
absolute;yes;Capacity|Electricity|Nuclear;GW;;;Taiwan;2030;;0;0;;;;;
absolute;yes;Capacity|Electricity|Nuclear;GW;;;USA;2030;;46.536;135.73;;;;;
absolute;yes;Capacity|Electricity|Nuclear;GW;;;Ukraine;2030;;6.2928;21.252;;;;;
;;;;;;;;;;;;;;;
absolute;yes;Carbon Capture|Geological Storage;Mt CO2/yr;;;World;2025;39.7422;50.62835;74.1363;79.4266;;;;
absolute;yes;Carbon Capture|Geological Storage;Mt CO2/yr;;;Africa_Eastern;2025;;0;0.0014;;;;;
absolute;yes;Carbon Capture|Geological Storage;Mt CO2/yr;;;Africa_Northern;2025;;0;0;;;;;
absolute;yes;Carbon Capture|Geological Storage;Mt CO2/yr;;;Africa_Southern;2025;;0;0;;;;;
absolute;yes;Carbon Capture|Geological Storage;Mt CO2/yr;;;Africa_Western;2025;;0;0;;;;;
absolute;yes;Carbon Capture|Geological Storage;Mt CO2/yr;;;Argentina;2025;;0;0;;;;;
absolute;yes;Carbon Capture|Geological Storage;Mt CO2/yr;;;Australia and New Zealand;2025;;1.782;4.62;;;;;
absolute;yes;Carbon Capture|Geological Storage;Mt CO2/yr;;;Brazil;2025;;5.724;17.64;;;;;
absolute;yes;Carbon Capture|Geological Storage;Mt CO2/yr;;;Canada;2025;;3.1566;17.983;;;;;
absolute;yes;Carbon Capture|Geological Storage;Mt CO2/yr;;;Central America and Caribbean;2025;;0;0;;;;;
absolute;yes;Carbon Capture|Geological Storage;Mt CO2/yr;;;Central Asia;2025;;0;0;;;;;
absolute;yes;Carbon Capture|Geological Storage;Mt CO2/yr;;;China;2025;;1.944;7;;;;;
absolute;yes;Carbon Capture|Geological Storage;Mt CO2/yr;;;Colombia;2025;;0;0;;;;;
absolute;yes;Carbon Capture|Geological Storage;Mt CO2/yr;;;EU-12;2025;;0.0936;0.4228;;;;;
absolute;yes;Carbon Capture|Geological Storage;Mt CO2/yr;;;EU-15;2025;;0.4482;2.0258;;;;;
absolute;yes;Carbon Capture|Geological Storage;Mt CO2/yr;;;Europe_Southeast;2025;;0.0036;0.0154;;;;;
absolute;yes;Carbon Capture|Geological Storage;Mt CO2/yr;;;European Free Trade Association;2025;;0.4644;2.296;;;;;
absolute;yes;Carbon Capture|Geological Storage;Mt CO2/yr;;;India;2025;;0;0;;;;;
absolute;yes;Carbon Capture|Geological Storage;Mt CO2/yr;;;Indonesia;2025;;0;0;;;;;
absolute;yes;Carbon Capture|Geological Storage;Mt CO2/yr;;;Japan;2025;;0;0;;;;;
absolute;yes;Carbon Capture|Geological Storage;Mt CO2/yr;;;Mexico;2025;;0;0;;;;;
absolute;yes;Carbon Capture|Geological Storage;Mt CO2/yr;;;Middle East;2025;;1.998;11.2;;;;;
absolute;yes;Carbon Capture|Geological Storage;Mt CO2/yr;;;Pakistan;2025;;0;0;;;;;
absolute;yes;Carbon Capture|Geological Storage;Mt CO2/yr;;;Russia;2025;;0;0;;;;;
absolute;yes;Carbon Capture|Geological Storage;Mt CO2/yr;;;South Africa;2025;;0;0;;;;;
absolute;yes;Carbon Capture|Geological Storage;Mt CO2/yr;;;South America_Northern;2025;;0;0;;;;;
absolute;yes;Carbon Capture|Geological Storage;Mt CO2/yr;;;South America_Southern;2025;;0;0;;;;;
absolute;yes;Carbon Capture|Geological Storage;Mt CO2/yr;;;South Asia;2025;;0;0;;;;;
absolute;yes;Carbon Capture|Geological Storage;Mt CO2/yr;;;South Korea;2025;;0;0;;;;;
absolute;yes;Carbon Capture|Geological Storage;Mt CO2/yr;;;Southeast Asia;2025;;0;4.62;;;;;
absolute;yes;Carbon Capture|Geological Storage;Mt CO2/yr;;;Taiwan;2025;;0;0;;;;;
absolute;yes;Carbon Capture|Geological Storage;Mt CO2/yr;;;USA;2025;;10.881;33.264;;;;;
absolute;yes;Carbon Capture|Geological Storage;Mt CO2/yr;;;Ukraine;2025;;0;0;;;;;
;;;;;;;;;;;;;;;
absolute;yes;Carbon Capture|Geological Storage;Mt CO2/yr;;;World;2030;44.1585;70.7332;182.03745;514.1994;;;;
absolute;yes;Carbon Capture|Geological Storage;Mt CO2/yr;;;Africa_Eastern;2030;;0;1.4014;;;;;
absolute;yes;Carbon Capture|Geological Storage;Mt CO2/yr;;;Africa_Northern;2030;;0;0;;;;;
absolute;yes;Carbon Capture|Geological Storage;Mt CO2/yr;;;Africa_Southern;2030;;0;0;;;;;
absolute;yes;Carbon Capture|Geological Storage;Mt CO2/yr;;;Africa_Western;2030;;0;0;;;;;
absolute;yes;Carbon Capture|Geological Storage;Mt CO2/yr;;;Argentina;2030;;0;0;;;;;
absolute;yes;Carbon Capture|Geological Storage;Mt CO2/yr;;;Australia and New Zealand;2030;;1.98;20.4232;;;;;
absolute;yes;Carbon Capture|Geological Storage;Mt CO2/yr;;;Brazil;2030;;6.36;28.84;;;;;
absolute;yes;Carbon Capture|Geological Storage;Mt CO2/yr;;;Canada;2030;;3.507;95.1328;;;;;
absolute;yes;Carbon Capture|Geological Storage;Mt CO2/yr;;;Central America and Caribbean;2030;;0;0;;;;;
absolute;yes;Carbon Capture|Geological Storage;Mt CO2/yr;;;Central Asia;2030;;0;0;;;;;
absolute;yes;Carbon Capture|Geological Storage;Mt CO2/yr;;;China;2030;;2.16;21.7;;;;;
absolute;yes;Carbon Capture|Geological Storage;Mt CO2/yr;;;Colombia;2030;;0;0;;;;;
absolute;yes;Carbon Capture|Geological Storage;Mt CO2/yr;;;EU-12;2030;;0.1038;14.7574;;;;;
absolute;yes;Carbon Capture|Geological Storage;Mt CO2/yr;;;EU-15;2030;;0.4986;89.978;;;;;
absolute;yes;Carbon Capture|Geological Storage;Mt CO2/yr;;;Europe_Southeast;2030;;0.0036;0.5446;;;;;
absolute;yes;Carbon Capture|Geological Storage;Mt CO2/yr;;;European Free Trade Association;2030;;0.516;18.5388;;;;;
absolute;yes;Carbon Capture|Geological Storage;Mt CO2/yr;;;India;2030;;0;0;;;;;
absolute;yes;Carbon Capture|Geological Storage;Mt CO2/yr;;;Indonesia;2030;;0;9.996;;;;;
absolute;yes;Carbon Capture|Geological Storage;Mt CO2/yr;;;Japan;2030;;0;2.3716;;;;;
absolute;yes;Carbon Capture|Geological Storage;Mt CO2/yr;;;Mexico;2030;;0;0;;;;;
absolute;yes;Carbon Capture|Geological Storage;Mt CO2/yr;;;Middle East;2030;;2.22;30.1;;;;;
absolute;yes;Carbon Capture|Geological Storage;Mt CO2/yr;;;Pakistan;2030;;0;0;;;;;
absolute;yes;Carbon Capture|Geological Storage;Mt CO2/yr;;;Russia;2030;;0;0;;;;;
absolute;yes;Carbon Capture|Geological Storage;Mt CO2/yr;;;South Africa;2030;;0;0;;;;;
absolute;yes;Carbon Capture|Geological Storage;Mt CO2/yr;;;South America_Northern;2030;;0;0;;;;;
absolute;yes;Carbon Capture|Geological Storage;Mt CO2/yr;;;South America_Southern;2030;;0;0;;;;;
absolute;yes;Carbon Capture|Geological Storage;Mt CO2/yr;;;South Asia;2030;;0;0;;;;;
absolute;yes;Carbon Capture|Geological Storage;Mt CO2/yr;;;South Korea;2030;;0;4.48;;;;;
absolute;yes;Carbon Capture|Geological Storage;Mt CO2/yr;;;Southeast Asia;2030;;0;6.4666;;;;;
absolute;yes;Carbon Capture|Geological Storage;Mt CO2/yr;;;Taiwan;2030;;0;0;;;;;
absolute;yes;Carbon Capture|Geological Storage;Mt CO2/yr;;;USA;2030;;12.09;309.7066;;;;;
absolute;yes;Carbon Capture|Geological Storage;Mt CO2/yr;;;Ukraine;2030;;0;0;;;;;
