metric;critical;variable;unit;model;scenario;region;period;min_red;min_yel;max_yel;max_red;ref_model;ref_scenario;ref_period;source.link.to.discussion
absolute;yes;Emissions|Kyoto Gases;;;o_1p5c;World;2100;;-5000;;0;;;;
;;;;;;;;;;;;;;;
absolute;yes;AR6 climate diagnostics|Surface Temperature (GSAT)|MAGICCv7.5.3|50.0th Percentile;;;o_1p5c;World;2025-2090;;1.3;1.7;2;;;;
absolute;yes;AR6 climate diagnostics|Surface Temperature (GSAT)|MAGICCv7.5.3|50.0th Percentile;;;o_1p5c;World;2100;;1.3;1.5;1.5;;;;
absolute;yes;AR6 climate diagnostics|Surface Temperature (GSAT)|MAGICCv7.5.3|67.0th Percentile;;;o_1p5c;World;2100;;1.3;1.5;;;;;
absolute;yes;AR6 climate diagnostics|Surface Temperature (GSAT)|MAGICCv7.5.3|67.0th Percentile;;;o_2c;World;2030-2100;1.5;1.5;2;2;;;;
absolute;yes;AR6 climate diagnostics|Surface Temperature (GSAT)|MAGICCv7.5.3|67.0th Percentile;;;d_delfrag;World;2100;1.5;1.5;2;2;;;;
absolute;yes;AR6 climate diagnostics|Surface Temperature (GSAT)|MAGICCv7.5.3|67.0th Percentile;;;d_strain;World;2100;2;2.1;;;;;;
;;;;;;;;;;;;;;;
Near-term Projections;;;;;;;;;;;;;;;
absolute;yes;Capacity|Electricity|Hydro;GW;;;World;2030;1051.2;1265.78;1727.775;2278.98;;;;
absolute;yes;Capacity|Electricity|Hydro;GW;;;Canada Australia New Zealand;2030;;52.5;178.99;;;;;
absolute;yes;Capacity|Electricity|Hydro;GW;;;China and Taiwan;2030;;201.24;832.118;;;;;
absolute;yes;Capacity|Electricity|Hydro;GW;;;EU 28;2030;;57.084;247.1728;;;;;
absolute;yes;Capacity|Electricity|Hydro;GW;;;India;2030;;27.06;149.562;;;;;
absolute;yes;Capacity|Electricity|Hydro;GW;;;Japan;2030;;13.44;80.682;;;;;
absolute;yes;Capacity|Electricity|Hydro;GW;;;Latin America and the Caribbean;2030;;110.94;376.292;;;;;
absolute;yes;Capacity|Electricity|Hydro;GW;;;Middle East and North Africa;2030;;9.369;42.9156;;;;;
absolute;yes;Capacity|Electricity|Hydro;GW;;;Non-EU28 Europe;2030;;49.08;188.916;;;;;
absolute;yes;Capacity|Electricity|Hydro;GW;;;Other Asia;2030;;32.88;189.602;;;;;
absolute;yes;Capacity|Electricity|Hydro;GW;;;Russia and Reforming Economies;2030;;37.74;135.9456;;;;;
absolute;yes;Capacity|Electricity|Hydro;GW;;;Sub-Saharan Africa;2030;;12.78;85.232;;;;;
absolute;yes;Capacity|Electricity|Hydro;GW;;;United States of America;2030;;48.84;187.67;;;;;
absolute;yes;Capacity|Electricity|Nuclear;GW;;;World;2030;270.9;321.69375;464.2617;507.1;;;;
absolute;yes;Capacity|Electricity|Nuclear;GW;;;Canada Australia New Zealand;2030;;6.1008;17.794;;;;;
absolute;yes;Capacity|Electricity|Nuclear;GW;;;China and Taiwan;2030;;26.5536;120.638;;;;;
absolute;yes;Capacity|Electricity|Nuclear;GW;;;EU 28;2030;;49.6848;150.094;;;;;
absolute;yes;Capacity|Electricity|Nuclear;GW;;;India;2030;;3.624;17.248;;;;;
absolute;yes;Capacity|Electricity|Nuclear;GW;;;Japan;2030;;6.0624;45.36;;;;;
absolute;yes;Capacity|Electricity|Nuclear;GW;;;Latin America and the Caribbean;2030;;2.4336;9.009;;;;;
absolute;yes;Capacity|Electricity|Nuclear;GW;;;Middle East and North Africa;2030;;3.0096;16.296;;;;;
absolute;yes;Capacity|Electricity|Nuclear;GW;;;Non-EU28 Europe;2030;;1.4256;10.402;;;;;
absolute;yes;Capacity|Electricity|Nuclear;GW;;;Other Asia;2030;;13.8576;48.762;;;;;
absolute;yes;Capacity|Electricity|Nuclear;GW;;;Russia and Reforming Economies;2030;;20.424;67.858;;;;;
absolute;yes;Capacity|Electricity|Nuclear;GW;;;Sub-Saharan Africa;2030;;0.888;2.59;;;;;
absolute;yes;Capacity|Electricity|Nuclear;GW;;;United States of America;2030;;46.536;135.73;;;;;
absolute;yes;Carbon Capture|Geological Storage;Mt CO2/yr;;;World;2025;39.7422;50.62835;74.1363;79.4266;;;;
absolute;yes;Carbon Capture|Geological Storage;Mt CO2/yr;;;Canada Australia New Zealand;2025;;4.9386;22.603;;;;;
absolute;yes;Carbon Capture|Geological Storage;Mt CO2/yr;;;China and Taiwan;2025;;1.944;7;;;;;
absolute;yes;Carbon Capture|Geological Storage;Mt CO2/yr;;;EU 28;2025;;0.5454;2.464;;;;;
absolute;yes;Carbon Capture|Geological Storage;Mt CO2/yr;;;India;2025;;0;0;;;;;
absolute;yes;Carbon Capture|Geological Storage;Mt CO2/yr;;;Japan;2025;;0;0;;;;;
absolute;yes;Carbon Capture|Geological Storage;Mt CO2/yr;;;Latin America and the Caribbean;2025;;5.724;17.64;;;;;
absolute;yes;Carbon Capture|Geological Storage;Mt CO2/yr;;;Middle East and North Africa;2025;;1.998;11.2;;;;;
absolute;yes;Carbon Capture|Geological Storage;Mt CO2/yr;;;Non-EU28 Europe;2025;;0.4644;2.296;;;;;
absolute;yes;Carbon Capture|Geological Storage;Mt CO2/yr;;;Other Asia;2025;;0;4.62;;;;;
absolute;yes;Carbon Capture|Geological Storage;Mt CO2/yr;;;Russia and Reforming Economies;2025;;0;0;;;;;
absolute;yes;Carbon Capture|Geological Storage;Mt CO2/yr;;;Sub-Saharan Africa;2025;;0;0.0014;;;;;
absolute;yes;Carbon Capture|Geological Storage;Mt CO2/yr;;;United States of America;2025;;10.881;33.264;;;;;
absolute;yes;Carbon Capture|Geological Storage;Mt CO2/yr;;;World;2030;44.1585;70.7332;182.03745;514.1994;;;;
absolute;yes;Carbon Capture|Geological Storage;Mt CO2/yr;;;Canada Australia New Zealand;2030;;5.487;115.556;;;;;
absolute;yes;Carbon Capture|Geological Storage;Mt CO2/yr;;;China and Taiwan;2030;;2.16;21.7;;;;;
absolute;yes;Carbon Capture|Geological Storage;Mt CO2/yr;;;EU 28;2030;;0.606;105.28;;;;;
absolute;yes;Carbon Capture|Geological Storage;Mt CO2/yr;;;India;2030;;0;0;;;;;
absolute;yes;Carbon Capture|Geological Storage;Mt CO2/yr;;;Japan;2030;;0;2.3716;;;;;
absolute;yes;Carbon Capture|Geological Storage;Mt CO2/yr;;;Latin America and the Caribbean;2030;;6.36;28.84;;;;;
absolute;yes;Carbon Capture|Geological Storage;Mt CO2/yr;;;Middle East and North Africa;2030;;2.22;30.1;;;;;
absolute;yes;Carbon Capture|Geological Storage;Mt CO2/yr;;;Non-EU28 Europe;2030;;0.516;18.5388;;;;;
absolute;yes;Carbon Capture|Geological Storage;Mt CO2/yr;;;Other Asia;2030;;0;20.9426;;;;;
absolute;yes;Carbon Capture|Geological Storage;Mt CO2/yr;;;Russia and Reforming Economies;2030;;0;0;;;;;
absolute;yes;Carbon Capture|Geological Storage;Mt CO2/yr;;;Sub-Saharan Africa;2030;;0;1.4014;;;;;
absolute;yes;Carbon Capture|Geological Storage;Mt CO2/yr;;;United States of America;2030;;12.09;309.7066;;;;;
