metric;critical;variable;unit;model;scenario;region;period;min_red;min_yel;max_yel;max_red;ref_model;ref_scenario;ref_period;source.link.to.discussion
absolute;yes;Capacity|Electricity|Hydro;GW;NA;NA;World;2030;1051.2;1265.78;1727.775;2278.98;NA;NA;NA;NA
absolute;yes;Capacity|Electricity|Hydro;GW;NA;NA;Africa_Eastern;2030;NA;2.94;25.116;NA;NA;NA;NA;NA
absolute;yes;Capacity|Electricity|Hydro;GW;NA;NA;Africa_Northern;2030;NA;2.52;11.158;NA;NA;NA;NA;NA
absolute;yes;Capacity|Electricity|Hydro;GW;NA;NA;Africa_Southern;2030;NA;6.18;32.578;NA;NA;NA;NA;NA
absolute;yes;Capacity|Electricity|Hydro;GW;NA;NA;Africa_Western;2030;NA;3.24;22.204;NA;NA;NA;NA;NA
absolute;yes;Capacity|Electricity|Hydro;GW;NA;NA;Argentina;2030;NA;6.9;28.336;NA;NA;NA;NA;NA
absolute;yes;Capacity|Electricity|Hydro;GW;NA;NA;Australia_NZ;2030;NA;3.78;21.14;NA;NA;NA;NA;NA
absolute;yes;Capacity|Electricity|Hydro;GW;NA;NA;Brazil;2030;NA;66.12;206.304;NA;NA;NA;NA;NA
absolute;yes;Capacity|Electricity|Hydro;GW;NA;NA;Canada;2030;NA;48.72;157.85;NA;NA;NA;NA;NA
absolute;yes;Capacity|Electricity|Hydro;GW;NA;NA;Central America and Caribbean;2030;NA;1.98;6.916;NA;NA;NA;NA;NA
absolute;yes;Capacity|Electricity|Hydro;GW;NA;NA;Central Asia;2030;NA;4.8;22.75;NA;NA;NA;NA;NA
absolute;yes;Capacity|Electricity|Hydro;GW;NA;NA;China;2030;NA;201.24;832.118;NA;NA;NA;NA;NA
absolute;yes;Capacity|Electricity|Hydro;GW;NA;NA;Colombia;2030;NA;7.56;30.212;NA;NA;NA;NA;NA
absolute;yes;Capacity|Electricity|Hydro;GW;NA;NA;EU-12;2030;NA;4.5;18.074;NA;NA;NA;NA;NA
absolute;yes;Capacity|Electricity|Hydro;GW;NA;NA;EU-15;2030;NA;52.584;229.0988;NA;NA;NA;NA;NA
absolute;yes;Capacity|Electricity|Hydro;GW;NA;NA;Europe_Eastern;2030;NA;2.94;11.8356;NA;NA;NA;NA;NA
absolute;yes;Capacity|Electricity|Hydro;GW;NA;NA;Europe_Non_EU;2030;NA;22.92;97.202;NA;NA;NA;NA;NA
absolute;yes;Capacity|Electricity|Hydro;GW;NA;NA;European Free Trade Association;2030;NA;26.16;91.714;NA;NA;NA;NA;NA
absolute;yes;Capacity|Electricity|Hydro;GW;NA;NA;India;2030;NA;27.06;149.562;NA;NA;NA;NA;NA
absolute;yes;Capacity|Electricity|Hydro;GW;NA;NA;Indonesia;2030;NA;3.6;28.504;NA;NA;NA;NA;NA
absolute;yes;Capacity|Electricity|Hydro;GW;NA;NA;Japan;2030;NA;13.44;80.682;NA;NA;NA;NA;NA
absolute;yes;Capacity|Electricity|Hydro;GW;NA;NA;Mexico;2030;NA;7.62;25.116;NA;NA;NA;NA;NA
absolute;yes;Capacity|Electricity|Hydro;GW;NA;NA;Middle East;2030;NA;6.849;31.7576;NA;NA;NA;NA;NA
absolute;yes;Capacity|Electricity|Hydro;GW;NA;NA;Pakistan;2030;NA;5.94;36.218;NA;NA;NA;NA;NA
absolute;yes;Capacity|Electricity|Hydro;GW;NA;NA;Russia;2030;NA;30;101.36;NA;NA;NA;NA;NA
absolute;yes;Capacity|Electricity|Hydro;GW;NA;NA;South Africa;2030;NA;0.42;5.334;NA;NA;NA;NA;NA
absolute;yes;Capacity|Electricity|Hydro;GW;NA;NA;South America_Northern;2030;NA;10.02;32.578;NA;NA;NA;NA;NA
absolute;yes;Capacity|Electricity|Hydro;GW;NA;NA;South America_Southern;2030;NA;10.74;46.83;NA;NA;NA;NA;NA
absolute;yes;Capacity|Electricity|Hydro;GW;NA;NA;South Asia;2030;NA;1.8;20.384;NA;NA;NA;NA;NA
absolute;yes;Capacity|Electricity|Hydro;GW;NA;NA;South Korea;2030;NA;1.02;9.814;NA;NA;NA;NA;NA
absolute;yes;Capacity|Electricity|Hydro;GW;NA;NA;Southeast Asia;2030;NA;20.52;94.682;NA;NA;NA;NA;NA
absolute;yes;Capacity|Electricity|Hydro;GW;NA;NA;Taiwan;2030;NA;0;0;NA;NA;NA;NA;NA
absolute;yes;Capacity|Electricity|Hydro;GW;NA;NA;USA;2030;NA;48.84;187.67;NA;NA;NA;NA;NA
absolute;yes;Capacity|Electricity|Nuclear;GW;NA;NA;World;2030;270.9;321.69375;464.2617;507.1;NA;NA;NA;NA
absolute;yes;Capacity|Electricity|Nuclear;GW;NA;NA;Africa_Eastern;2030;NA;0;0;NA;NA;NA;NA;NA
absolute;yes;Capacity|Electricity|Nuclear;GW;NA;NA;Africa_Northern;2030;NA;0;6.16;NA;NA;NA;NA;NA
absolute;yes;Capacity|Electricity|Nuclear;GW;NA;NA;Africa_Southern;2030;NA;0;0;NA;NA;NA;NA;NA
absolute;yes;Capacity|Electricity|Nuclear;GW;NA;NA;Africa_Western;2030;NA;0;0;NA;NA;NA;NA;NA
absolute;yes;Capacity|Electricity|Nuclear;GW;NA;NA;Argentina;2030;NA;0.7872;2.331;NA;NA;NA;NA;NA
absolute;yes;Capacity|Electricity|Nuclear;GW;NA;NA;Australia_NZ;2030;NA;0;0;NA;NA;NA;NA;NA
absolute;yes;Capacity|Electricity|Nuclear;GW;NA;NA;Brazil;2030;NA;0.9024;4.508;NA;NA;NA;NA;NA
absolute;yes;Capacity|Electricity|Nuclear;GW;NA;NA;Canada;2030;NA;6.1008;17.794;NA;NA;NA;NA;NA
absolute;yes;Capacity|Electricity|Nuclear;GW;NA;NA;Central America and Caribbean;2030;NA;0;0;NA;NA;NA;NA;NA
absolute;yes;Capacity|Electricity|Nuclear;GW;NA;NA;Central Asia;2030;NA;0.2016;0.588;NA;NA;NA;NA;NA
absolute;yes;Capacity|Electricity|Nuclear;GW;NA;NA;China;2030;NA;26.5536;120.638;NA;NA;NA;NA;NA
absolute;yes;Capacity|Electricity|Nuclear;GW;NA;NA;Colombia;2030;NA;0;0;NA;NA;NA;NA;NA
absolute;yes;Capacity|Electricity|Nuclear;GW;NA;NA;EU-12;2030;NA;5.8512;17.682;NA;NA;NA;NA;NA
absolute;yes;Capacity|Electricity|Nuclear;GW;NA;NA;EU-15;2030;NA;43.8336;132.412;NA;NA;NA;NA;NA
absolute;yes;Capacity|Electricity|Nuclear;GW;NA;NA;Europe_Eastern;2030;NA;7.3584;24.36;NA;NA;NA;NA;NA
absolute;yes;Capacity|Electricity|Nuclear;GW;NA;NA;Europe_Non_EU;2030;NA;0;6.244;NA;NA;NA;NA;NA
absolute;yes;Capacity|Electricity|Nuclear;GW;NA;NA;European Free Trade Association;2030;NA;1.4256;4.158;NA;NA;NA;NA;NA
absolute;yes;Capacity|Electricity|Nuclear;GW;NA;NA;India;2030;NA;3.624;17.248;NA;NA;NA;NA;NA
absolute;yes;Capacity|Electricity|Nuclear;GW;NA;NA;Indonesia;2030;NA;0;0;NA;NA;NA;NA;NA
absolute;yes;Capacity|Electricity|Nuclear;GW;NA;NA;Japan;2030;NA;6.0624;45.36;NA;NA;NA;NA;NA
absolute;yes;Capacity|Electricity|Nuclear;GW;NA;NA;Mexico;2030;NA;0.744;2.17;NA;NA;NA;NA;NA
absolute;yes;Capacity|Electricity|Nuclear;GW;NA;NA;Middle East;2030;NA;3.0096;10.136;NA;NA;NA;NA;NA
absolute;yes;Capacity|Electricity|Nuclear;GW;NA;NA;Pakistan;2030;NA;1.5648;6.132;NA;NA;NA;NA;NA
absolute;yes;Capacity|Electricity|Nuclear;GW;NA;NA;Russia;2030;NA;12.864;42.91;NA;NA;NA;NA;NA
absolute;yes;Capacity|Electricity|Nuclear;GW;NA;NA;South Africa;2030;NA;0.888;2.59;NA;NA;NA;NA;NA
absolute;yes;Capacity|Electricity|Nuclear;GW;NA;NA;South America_Northern;2030;NA;0;0;NA;NA;NA;NA;NA
absolute;yes;Capacity|Electricity|Nuclear;GW;NA;NA;South America_Southern;2030;NA;0;0;NA;NA;NA;NA;NA
absolute;yes;Capacity|Electricity|Nuclear;GW;NA;NA;South Asia;2030;NA;0;3.024;NA;NA;NA;NA;NA
absolute;yes;Capacity|Electricity|Nuclear;GW;NA;NA;South Korea;2030;NA;12.2928;39.606;NA;NA;NA;NA;NA
absolute;yes;Capacity|Electricity|Nuclear;GW;NA;NA;Southeast Asia;2030;NA;0;0;NA;NA;NA;NA;NA
absolute;yes;Capacity|Electricity|Nuclear;GW;NA;NA;Taiwan;2030;NA;0;0;NA;NA;NA;NA;NA
absolute;yes;Capacity|Electricity|Nuclear;GW;NA;NA;USA;2030;NA;46.536;135.73;NA;NA;NA;NA;NA
absolute;yes;Carbon Capture|Geological Storage;Mt CO2/yr;NA;NA;World;2025;39.7422;50.62835;74.1363;79.4266;NA;NA;NA;NA
absolute;yes;Carbon Capture|Geological Storage;Mt CO2/yr;NA;NA;Africa_Eastern;2025;NA;0;0.0014;NA;NA;NA;NA;NA
absolute;yes;Carbon Capture|Geological Storage;Mt CO2/yr;NA;NA;Africa_Northern;2025;NA;0;0;NA;NA;NA;NA;NA
absolute;yes;Carbon Capture|Geological Storage;Mt CO2/yr;NA;NA;Africa_Southern;2025;NA;0;0;NA;NA;NA;NA;NA
absolute;yes;Carbon Capture|Geological Storage;Mt CO2/yr;NA;NA;Africa_Western;2025;NA;0;0;NA;NA;NA;NA;NA
absolute;yes;Carbon Capture|Geological Storage;Mt CO2/yr;NA;NA;Argentina;2025;NA;0;0;NA;NA;NA;NA;NA
absolute;yes;Carbon Capture|Geological Storage;Mt CO2/yr;NA;NA;Australia_NZ;2025;NA;1.782;4.62;NA;NA;NA;NA;NA
absolute;yes;Carbon Capture|Geological Storage;Mt CO2/yr;NA;NA;Brazil;2025;NA;5.724;17.64;NA;NA;NA;NA;NA
absolute;yes;Carbon Capture|Geological Storage;Mt CO2/yr;NA;NA;Canada;2025;NA;3.1566;17.983;NA;NA;NA;NA;NA
absolute;yes;Carbon Capture|Geological Storage;Mt CO2/yr;NA;NA;Central America and Caribbean;2025;NA;0;0;NA;NA;NA;NA;NA
absolute;yes;Carbon Capture|Geological Storage;Mt CO2/yr;NA;NA;Central Asia;2025;NA;0;0;NA;NA;NA;NA;NA
absolute;yes;Carbon Capture|Geological Storage;Mt CO2/yr;NA;NA;China;2025;NA;1.944;7;NA;NA;NA;NA;NA
absolute;yes;Carbon Capture|Geological Storage;Mt CO2/yr;NA;NA;Colombia;2025;NA;0;0;NA;NA;NA;NA;NA
absolute;yes;Carbon Capture|Geological Storage;Mt CO2/yr;NA;NA;EU-12;2025;NA;0.0936;0.4228;NA;NA;NA;NA;NA
absolute;yes;Carbon Capture|Geological Storage;Mt CO2/yr;NA;NA;EU-15;2025;NA;0.4482;2.0258;NA;NA;NA;NA;NA
absolute;yes;Carbon Capture|Geological Storage;Mt CO2/yr;NA;NA;Europe_Eastern;2025;NA;0;0;NA;NA;NA;NA;NA
absolute;yes;Carbon Capture|Geological Storage;Mt CO2/yr;NA;NA;Europe_Non_EU;2025;NA;0.0036;0.0154;NA;NA;NA;NA;NA
absolute;yes;Carbon Capture|Geological Storage;Mt CO2/yr;NA;NA;European Free Trade Association;2025;NA;0.4644;2.296;NA;NA;NA;NA;NA
absolute;yes;Carbon Capture|Geological Storage;Mt CO2/yr;NA;NA;India;2025;NA;0;0;NA;NA;NA;NA;NA
absolute;yes;Carbon Capture|Geological Storage;Mt CO2/yr;NA;NA;Indonesia;2025;NA;0;0;NA;NA;NA;NA;NA
absolute;yes;Carbon Capture|Geological Storage;Mt CO2/yr;NA;NA;Japan;2025;NA;0;0;NA;NA;NA;NA;NA
absolute;yes;Carbon Capture|Geological Storage;Mt CO2/yr;NA;NA;Mexico;2025;NA;0;0;NA;NA;NA;NA;NA
absolute;yes;Carbon Capture|Geological Storage;Mt CO2/yr;NA;NA;Middle East;2025;NA;1.998;11.2;NA;NA;NA;NA;NA
absolute;yes;Carbon Capture|Geological Storage;Mt CO2/yr;NA;NA;Pakistan;2025;NA;0;0;NA;NA;NA;NA;NA
absolute;yes;Carbon Capture|Geological Storage;Mt CO2/yr;NA;NA;Russia;2025;NA;0;0;NA;NA;NA;NA;NA
absolute;yes;Carbon Capture|Geological Storage;Mt CO2/yr;NA;NA;South Africa;2025;NA;0;0;NA;NA;NA;NA;NA
absolute;yes;Carbon Capture|Geological Storage;Mt CO2/yr;NA;NA;South America_Northern;2025;NA;0;0;NA;NA;NA;NA;NA
absolute;yes;Carbon Capture|Geological Storage;Mt CO2/yr;NA;NA;South America_Southern;2025;NA;0;0;NA;NA;NA;NA;NA
absolute;yes;Carbon Capture|Geological Storage;Mt CO2/yr;NA;NA;South Asia;2025;NA;0;0;NA;NA;NA;NA;NA
absolute;yes;Carbon Capture|Geological Storage;Mt CO2/yr;NA;NA;South Korea;2025;NA;0;0;NA;NA;NA;NA;NA
absolute;yes;Carbon Capture|Geological Storage;Mt CO2/yr;NA;NA;Southeast Asia;2025;NA;0;4.62;NA;NA;NA;NA;NA
absolute;yes;Carbon Capture|Geological Storage;Mt CO2/yr;NA;NA;Taiwan;2025;NA;0;0;NA;NA;NA;NA;NA
absolute;yes;Carbon Capture|Geological Storage;Mt CO2/yr;NA;NA;USA;2025;NA;10.881;33.264;NA;NA;NA;NA;NA
absolute;yes;Carbon Capture|Geological Storage;Mt CO2/yr;NA;NA;World;2030;44.1585;70.7332;182.03745;514.1994;NA;NA;NA;NA
absolute;yes;Carbon Capture|Geological Storage;Mt CO2/yr;NA;NA;Africa_Eastern;2030;NA;0;1.4014;NA;NA;NA;NA;NA
absolute;yes;Carbon Capture|Geological Storage;Mt CO2/yr;NA;NA;Africa_Northern;2030;NA;0;0;NA;NA;NA;NA;NA
absolute;yes;Carbon Capture|Geological Storage;Mt CO2/yr;NA;NA;Africa_Southern;2030;NA;0;0;NA;NA;NA;NA;NA
absolute;yes;Carbon Capture|Geological Storage;Mt CO2/yr;NA;NA;Africa_Western;2030;NA;0;0;NA;NA;NA;NA;NA
absolute;yes;Carbon Capture|Geological Storage;Mt CO2/yr;NA;NA;Argentina;2030;NA;0;0;NA;NA;NA;NA;NA
absolute;yes;Carbon Capture|Geological Storage;Mt CO2/yr;NA;NA;Australia_NZ;2030;NA;1.98;20.4232;NA;NA;NA;NA;NA
absolute;yes;Carbon Capture|Geological Storage;Mt CO2/yr;NA;NA;Brazil;2030;NA;6.36;28.84;NA;NA;NA;NA;NA
absolute;yes;Carbon Capture|Geological Storage;Mt CO2/yr;NA;NA;Canada;2030;NA;3.507;95.1328;NA;NA;NA;NA;NA
absolute;yes;Carbon Capture|Geological Storage;Mt CO2/yr;NA;NA;Central America and Caribbean;2030;NA;0;0;NA;NA;NA;NA;NA
absolute;yes;Carbon Capture|Geological Storage;Mt CO2/yr;NA;NA;Central Asia;2030;NA;0;0;NA;NA;NA;NA;NA
absolute;yes;Carbon Capture|Geological Storage;Mt CO2/yr;NA;NA;China;2030;NA;2.16;21.7;NA;NA;NA;NA;NA
absolute;yes;Carbon Capture|Geological Storage;Mt CO2/yr;NA;NA;Colombia;2030;NA;0;0;NA;NA;NA;NA;NA
absolute;yes;Carbon Capture|Geological Storage;Mt CO2/yr;NA;NA;EU-12;2030;NA;0.1038;14.7574;NA;NA;NA;NA;NA
absolute;yes;Carbon Capture|Geological Storage;Mt CO2/yr;NA;NA;EU-15;2030;NA;0.4986;89.978;NA;NA;NA;NA;NA
absolute;yes;Carbon Capture|Geological Storage;Mt CO2/yr;NA;NA;Europe_Eastern;2030;NA;0;0;NA;NA;NA;NA;NA
absolute;yes;Carbon Capture|Geological Storage;Mt CO2/yr;NA;NA;Europe_Non_EU;2030;NA;0.0036;0.5446;NA;NA;NA;NA;NA
absolute;yes;Carbon Capture|Geological Storage;Mt CO2/yr;NA;NA;European Free Trade Association;2030;NA;0.516;18.5388;NA;NA;NA;NA;NA
absolute;yes;Carbon Capture|Geological Storage;Mt CO2/yr;NA;NA;India;2030;NA;0;0;NA;NA;NA;NA;NA
absolute;yes;Carbon Capture|Geological Storage;Mt CO2/yr;NA;NA;Indonesia;2030;NA;0;9.996;NA;NA;NA;NA;NA
absolute;yes;Carbon Capture|Geological Storage;Mt CO2/yr;NA;NA;Japan;2030;NA;0;2.3716;NA;NA;NA;NA;NA
absolute;yes;Carbon Capture|Geological Storage;Mt CO2/yr;NA;NA;Mexico;2030;NA;0;0;NA;NA;NA;NA;NA
absolute;yes;Carbon Capture|Geological Storage;Mt CO2/yr;NA;NA;Middle East;2030;NA;2.22;30.1;NA;NA;NA;NA;NA
absolute;yes;Carbon Capture|Geological Storage;Mt CO2/yr;NA;NA;Pakistan;2030;NA;0;0;NA;NA;NA;NA;NA
absolute;yes;Carbon Capture|Geological Storage;Mt CO2/yr;NA;NA;Russia;2030;NA;0;0;NA;NA;NA;NA;NA
absolute;yes;Carbon Capture|Geological Storage;Mt CO2/yr;NA;NA;South Africa;2030;NA;0;0;NA;NA;NA;NA;NA
absolute;yes;Carbon Capture|Geological Storage;Mt CO2/yr;NA;NA;South America_Northern;2030;NA;0;0;NA;NA;NA;NA;NA
absolute;yes;Carbon Capture|Geological Storage;Mt CO2/yr;NA;NA;South America_Southern;2030;NA;0;0;NA;NA;NA;NA;NA
absolute;yes;Carbon Capture|Geological Storage;Mt CO2/yr;NA;NA;South Asia;2030;NA;0;0;NA;NA;NA;NA;NA
absolute;yes;Carbon Capture|Geological Storage;Mt CO2/yr;NA;NA;South Korea;2030;NA;0;4.48;NA;NA;NA;NA;NA
absolute;yes;Carbon Capture|Geological Storage;Mt CO2/yr;NA;NA;Southeast Asia;2030;NA;0;6.4666;NA;NA;NA;NA;NA
absolute;yes;Carbon Capture|Geological Storage;Mt CO2/yr;NA;NA;Taiwan;2030;NA;0;0;NA;NA;NA;NA;NA
absolute;yes;Carbon Capture|Geological Storage;Mt CO2/yr;NA;NA;USA;2030;NA;12.09;309.7066;NA;NA;NA;NA;NA
